arquivo,periodo_num,periodo,slug,titulo,autor,data_obra,licenca,credito,largura,altura,original_wxh,arquivo_commons,pagina_commons,resolvido_via,descricao
03-roma_maison-carree.jpg,03,roma,maison-carree,Maison Carrée (Nîmes),Krzysztof Golik,2019-02-18 20:09:04,CC BY-SA 4.0,Own work,2000,1404,4626x3248,Maison Carree in Nimes (16).jpg,https://commons.wikimedia.org/wiki/File:Maison_Carree_in_Nimes_(16).jpg,search,"Maison Carrée in Nîmes, Gard, France"
03-roma_marco-aurelio-equestre.jpg,03,roma,marco-aurelio-equestre,Estátua equestre de Marco Aurélio,Berthold Werner,2007-05-20,Public domain,Own work,2195,1497,2195x1497,Marc Aurel Capitol Roma BW 1.JPG,https://commons.wikimedia.org/wiki/File:Marc_Aurel_Capitol_Roma_BW_1.JPG,search,"Reiterstandbild Marc Aurels, Kapitol, Rom"
03-roma_pantheon.jpg,03,roma,pantheon,Panteão de Roma,NikonZ7II,2022-03-27,CC BY-SA 4.0,Own work,2000,1610,7512x6048,Pantheon_(Rome)_-_Right_side_and_front.jpg,https://commons.wikimedia.org/wiki/File:Pantheon_(Rome)_-_Right_side_and_front.jpg,wiki,Pantheon (Rome) - Right side and front
03-roma_pont-du-gard.jpg,03,roma,pont-du-gard,Pont du Gard (aqueduto romano),Benh LIEU SONG ( Flickr ),2014-06-11 20:05:40,CC BY-SA 3.0,Pont du Gard,2000,772,12648x4882,Pont_du_Gard_BLS.jpg,https://commons.wikimedia.org/wiki/File:Pont_du_Gard_BLS.jpg,wiki,"Pont du Gard , in Vers-Pont-du-Gard, Gard department, South France. The Pont du Gard is the most famous part of the roman aqueduct which carried water from Uzès to Nîmes until roughly the 9th century when maintenance was abandoned. The monument is 49m high and now 275m long (it was 360m when intact) at its top. It's the highest roman aqueduct, but also one of the best preserved (with the aqueduct "
03-roma_retrato-de-faium.jpg,03,roma,retrato-de-faium,Retratos de Faium,Unknown author Unknown author,"between 100 and 150 date QS:P,+150-00-00T00:00:00Z/7,P1319,+0100-00-00T00:00:00Z/9,P1326,+0150-00-00T00:00:00Z/9",Public domain,"Self-scanned by Eloquence ( talk · contribs ), November 2004",704,1260,704x1260,Fayum-34.jpg,https://commons.wikimedia.org/wiki/File:Fayum-34.jpg,wiki,
03-roma_tetrarcas.jpg,03,roma,tetrarcas,Retrato dos Quatro Tetrarcas,Nino Barbieri ( talk · contribs ),2019-11,Public domain,Own work,2048,3072,2048x3072,Venice_–_The_Tetrarchs_03.jpg,https://commons.wikimedia.org/wiki/File:Venice_%E2%80%93_The_Tetrarchs_03.jpg,wiki,"The Four Tetrarchs, a porphyry sculpture sacked from the Byzantine Philadelphion palace in 1204, on a corner of Saint Mark's in Venice, next to the ""Porta della Carta"""
03-roma_villa-dos-misterios.jpg,03,roma,villa-dos-misterios,Afrescos da Villa dos Mistérios (Pompeia),MentNFG,2024-02-07 11:15:26,CC BY-SA 4.0,Own work,2000,1333,6000x4000,Villa dei Misteri 24 (001).jpg,https://commons.wikimedia.org/wiki/File:Villa_dei_Misteri_24_(001).jpg,search,Affreschi
04-idade-media_alhambra.jpg,04,idade-media,alhambra,Alhambra (Granada),Jebulon,2014-08-06 20:55:20,CC0,Own work,2000,1331,4592x3056,Dawn_Charles_V_Palace_Alhambra_Granada_Andalusia_Spain.jpg,https://commons.wikimedia.org/wiki/File:Dawn_Charles_V_Palace_Alhambra_Granada_Andalusia_Spain.jpg,wiki,"Dawn on Charles V Palace in Alhambra , Granada , Andalusia ( Spain )."
04-idade-media_capela-de-aachen.jpg,04,idade-media,capela-de-aachen,Capela Palatina de Aachen (interior octogonal),"Heribert Pohl --- Thanks for half a million clicks! from Germering bei München, Bayern",2012-10-08 13:21,CC BY-SA 2.0,"Hohe Domkirche zu Aachen, Impressionen aus dem karolingischem Oktogon --- High Cathedral of Aachen, Impressions from the Carolingian octagon",1860,3136,1860x3136,"Hohe Domkirche zu Aachen, Impressionen aus dem karolingischem Oktogon --- High Cathedral of Aachen, Impressions from the Carolingian octagon (14328301875).jpg","https://commons.wikimedia.org/wiki/File:Hohe_Domkirche_zu_Aachen,_Impressionen_aus_dem_karolingischem_Oktogon_---_High_Cathedral_of_Aachen,_Impressions_from_the_Carolingian_octagon_(14328301875).jpg",search,"Das Herzstück des Doms ist das karolingische Oktogon, dass als Pfalzkapelle Kaiser Karls des Großen um 800 errichtet wurde. Vorbild waren byzantinische Kirchen wie San Vita in Ravenna oder die Kirche der Heiligen Sergios und Bakchos in Konstantinopel. The heart of the cathedral is the Carolingian octagon that was built around 800 as a palace chapel of Emperor Karl des Großen. It was modeled on Byz"
04-idade-media_catedral-de-chartres.jpg,04,idade-media,catedral-de-chartres,Catedral de Chartres,Olvr,2010-05-24,CC BY-SA 3.0,Own work,2437,1860,2437x1860,Notre_Dame_de_Chartres.jpg,https://commons.wikimedia.org/wiki/File:Notre_Dame_de_Chartres.jpg,wiki,"Chartres Cathedral , High Gothic - view from south-east"
04-idade-media_cristo-pantocrator.jpg,04,idade-media,cristo-pantocrator,"Cristo Pantocrator (mosaico da Deésis, Hagia Sophia)",Edal Anton Lefterov,2006-03-31,CC BY-SA 3.0,Own work,873,1000,873x1000,Jesus-Christ-from-Hagia-Sophia.jpg,https://commons.wikimedia.org/wiki/File:Jesus-Christ-from-Hagia-Sophia.jpg,wiki,"Jesus Christ - detail from Deesis mosaic, Hagia Sophia, Istanbul"
04-idade-media_danca-macabra.jpg,04,idade-media,danca-macabra,Dança Macabra (Danse Macabre),Michael Wolgemut,2010-11-10 08:16:30,Public domain,https://www.metmuseum.org/art/collection/search/390220,2074,1769,2074x1769,Nuremberg_chronicles_-_Dance_of_Death_(CCLXIIIIv).jpg,https://commons.wikimedia.org/wiki/File:Nuremberg_chronicles_-_Dance_of_Death_(CCLXIIIIv).jpg,wiki,"Illustrations from the Nuremberg Chronicle, by Hartmann Schedel (1440-1514)"
04-idade-media_domo-da-rocha.jpg,04,idade-media,domo-da-rocha,Domo da Rocha (Jerusalém),Godot13,2013-11-14 08:20:35,CC BY-SA 4.0,Own work,2000,1447,7500x5425,Jerusalem-2013(2)-Temple_Mount-Dome_of_the_Rock_(SE_exposure).jpg,https://commons.wikimedia.org/wiki/File:Jerusalem-2013(2)-Temple_Mount-Dome_of_the_Rock_(SE_exposure).jpg,wiki,"The Dome of the Rock (Arabic: مسجد قبة الصخرة‎, Hebrew: כיפת הסלע), on the Temple Mount in the Old City of Jerusalem ."
04-idade-media_duccio-maesta.jpg,04,idade-media,duccio-maesta,Maestà — Duccio di Buoninsegna,Duccio di Buoninsegna,1308-1311,Public domain,Self-scanned,2029,1000,2029x1000,Duccio_maesta1021.jpg,https://commons.wikimedia.org/wiki/File:Duccio_maesta1021.jpg,wiki,"Altarretabel des Sieneser Doms, Vorderseite, Haupttafel, Szene: Thronende Maria mit Kind, Engeln, Heiligen und Apostelfiguren in Arkaden"
04-idade-media_elmo-de-sutton-hoo.png,04,idade-media,elmo-de-sutton-hoo,Elmo de Sutton Hoo,user:Geni,2016-12-28,Public domain,"Self-photographed , user:geni",1949,2791,1949x2791,Sutton_Hoo_helmet_2016.png,https://commons.wikimedia.org/wiki/File:Sutton_Hoo_helmet_2016.png,wiki,Photo of the Sutton Hoo helmet from the front in 2015
04-idade-media_evangelhos-lindisfarne.jpg,04,idade-media,evangelhos-lindisfarne,Evangelhos de Lindisfarne,Eadfrith of Lindisfarne (presumed),"8 th century date QS:P,+750-00-00T00:00:00Z/7",Public domain,https://www.bl.uk/britishlibrary/~/media/bl/global/dst%20discovering%20sacred%20texts/collection%20items/lindisfarne-gospels-cotton_ms_nero_d_iv_f027.jpg,1266,1797,1266x1797,LindisfarneFol27rIncipitMatt.jpg,https://commons.wikimedia.org/wiki/File:LindisfarneFol27rIncipitMatt.jpg,wiki,"Folio 27r from the Lindisfarne Gospels , incipit to the Gospel of Matthew. The main text contains the first sentence of the Gospel According to Saint Matthew: ""Liber generationis Iesu Christi filii David filii Abraham"" (""The book of the generation of Jesus Christ, the son of David, the son of Abraham""). The first line contains the word ""liber"" (""the book"") with illuminated letters in insular majus"
04-idade-media_giotto-lamentacao.jpg,04,idade-media,giotto-lamentacao,A Lamentação — Giotto (Capela Scrovegni),Giotto,"between 1304 and 1306 date QS:P571,+1304-00-00T00:00:00Z/8,P1319,+1304-00-00T00:00:00Z/9,P1326,+1306-00-00T00:00:00Z/9",Public domain,"Web Gallery of Art : Image Info about artwork wga QS:P11807,""g/giotto/padova/3christ/scenes_4/chris20""",1000,925,1000x925,Giotto - Scrovegni - -36- - Lamentation (The Mourning of Christ) adj.jpg,https://commons.wikimedia.org/wiki/File:Giotto_-_Scrovegni_-_-36-_-_Lamentation_(The_Mourning_of_Christ)_adj.jpg,search,Lamentation of Christ
04-idade-media_hagia-sophia.jpg,04,idade-media,hagia-sophia,Hagia Sophia (Constantinopla),Adli Wahid,"31 August 2014, 23:31:32 (UTC)",CC BY-SA 3.0,Imported from 500px ( archived version ) by the Archive Team . ( detail page ),2048,1238,2048x1238,Hagia_Sophia_(228968325).jpeg,https://commons.wikimedia.org/wiki/File:Hagia_Sophia_(228968325).jpeg,wiki,Hagia Sophia
04-idade-media_joana-darc.jpg,04,idade-media,joana-darc,"Joana d'Arc (miniatura, séc. XV)",,2021-06-14 13:03:27,Public domain,"Derived from original commons upload at which is now in the history version: 01:39, 13. 8. 2005 Colour-graded to reveal more detail using GIMP software ""curves"" tool",1812,2700,1812x2700,Joan_of_Arc_miniature_graded.jpg,https://commons.wikimedia.org/wiki/File:Joan_of_Arc_miniature_graded.jpg,wiki,"Joan of Arc depicted in an historiated initial. Miniature probably produced in the late 19th century by an anonymous artist, possibly the painter and collector Georges Spetz or the ""Spanish Forger"" - French National Archives, AE-II-2490."
04-idade-media_krak-des-chevaliers.jpg,04,idade-media,krak-des-chevaliers,Krak dos Cavaleiros (castelo cruzado),Gianfranco Gazzetti,2002,CC BY-SA 4.0,"6/KRAK_DES_CHEVALIERS_00 This file was provided to Wikimedia Commons by the Gruppo Archeologico Romano as part of the cooperation project Connected Open Heritage with Wikimedia Italia . This file was made available by Gruppo Archeologico Romano as part of the Connected Open Heritage project. The project is led by Wikimedia Sverige in cooperation with UNESCO, Wikimedia Italia and Cultural Heritage without Borders and is financed by a project grant from the Culture Foundation of the Swedish Postcode Lottery .",2000,1340,6532x4376,KRAK_DES_CHEVALIERS_-_GAR_-_6-00.jpg,https://commons.wikimedia.org/wiki/File:KRAK_DES_CHEVALIERS_-_GAR_-_6-00.jpg,wiki,"General view, Krak des Chevaliers in 2002"
04-idade-media_livro-de-kells.jpg,04,idade-media,livro-de-kells,Livro de Kells,Unattributed,circa 750–early 9th century,Public domain,"Scanned from Treasures of Irish Art, 1500 B.C. to 1500 a.D. : From the Collections of the National Museum of Ireland, Royal Irish Academy, & Trinity College, Dublin, Metropolitan Museum of Art & Alfred A. Knopf, New York, 1977, ISBN 0394428072 Digital Collections, The Library of Trinity College Dublin: Book of Kells. IE TCD MS 58 Fol. 32v . digitalcollections.tcd.ie . Trinity College Dublin, The University of Dublin. Retrieved on 19 December 2023 . Nees, Lawrence (2002) Early Medieval Art , Oxford History of Art, Oxford University Press, p. 145 ISBN : 978-0-19-284243-5 .",1484,1934,1484x1934,KellsFol032vChristEnthroned.jpg,https://commons.wikimedia.org/wiki/File:KellsFol032vChristEnthroned.jpg,wiki,"Book of Kells (an illuminated manuscript), Folio 32v, Christ Enthroned."
04-idade-media_magna-carta.jpg,04,idade-media,magna-carta,Magna Carta,Original authors were the barons and King John of England . Uploaded by Earthsound .,One of four known surviving 1215 exemplars of Magna Carta.,Public domain,"This file has been provided by the British Library from its digital collections. Links to the British Library's website may be broken as the library recovers from a October 2023 cyber attack, and will be updated once material becomes accessible online. For more information on the attack see: https://www.bl.uk/about/cyber-attack It is also made available on a British Library website . Catalogue entry: Cotton MS Augustus II 106",2000,1333,7200x4800,Magna_Carta_(British_Library_Cotton_MS_Augustus_II.106).jpg,https://commons.wikimedia.org/wiki/File:Magna_Carta_(British_Library_Cotton_MS_Augustus_II.106).jpg,wiki,"The Magna Carta (originally known as the Charter of Liberties) of 1215, written in iron gall ink on parchment in medieval Latin, using standard abbreviations of the period, authenticated with the Great Seal of King John . The original wax seal was lost over the centuries . This document is held at the British Library and is identified as "" British Library Cotton MS Augustus II.106 ""."
04-idade-media_mesquita-de-cordoba.jpg,04,idade-media,mesquita-de-cordoba,Mesquita-Catedral de Córdoba,Toni Castillo Quero,2010-03-21 18:39:24,CC BY-SA 2.0,Flickr : [1],2000,1328,4288x2848,"Mezquita_de_Córdoba_desde_el_aire_(Córdoba,_España).jpg","https://commons.wikimedia.org/wiki/File:Mezquita_de_C%C3%B3rdoba_desde_el_aire_(C%C3%B3rdoba,_Espa%C3%B1a).jpg",wiki,"The Mezquita of Córdoba seen from the air (Córdoba, Spain)"
04-idade-media_mont-saint-michel.jpg,04,idade-media,mont-saint-michel,Mont-Saint-Michel,Amaustan,2018-09-09 07:53:44,CC BY-SA 4.0,Own work,2000,1125,4000x2250,Mont-Saint-Michel_vu_du_ciel.jpg,https://commons.wikimedia.org/wiki/File:Mont-Saint-Michel_vu_du_ciel.jpg,wiki,Le Mont-Saint-Michel vu du ciel au lever du soleil. Photo prise par un drone.
04-idade-media_mosaico-justiniano.jpg,04,idade-media,mosaico-justiniano,"Mosaico de Justiniano (San Vitale, Ravena)",Petar Milošević,2015-04-27 11:36:21,CC BY-SA 4.0,Own work,1500,1997,1500x1997,Mosaic of Justinianus I - Basilica San Vitale (Ravenna).jpg,https://commons.wikimedia.org/wiki/File:Mosaic_of_Justinianus_I_-_Basilica_San_Vitale_(Ravenna).jpg,override,San Vitale (Ravenna) - Mosaic of Iustinianus I
04-idade-media_mosaico-teodora.jpg,04,idade-media,mosaico-teodora,Mosaico da Imperatriz Teodora (San Vitale),Petar Milošević,2015-04-27 11:20:31,CC BY-SA 4.0,Own work,2528,3456,2528x3456,Theodora_mosaic_-_Basilica_San_Vitale_(Ravenna)_v2.jpg,https://commons.wikimedia.org/wiki/File:Theodora_mosaic_-_Basilica_San_Vitale_(Ravenna)_v2.jpg,wiki,"Mosaic of Theodora - Basilica of San Vitale (built A.D. 547), Italy. UNESCO World heritage site."
04-idade-media_navio-de-oseberg.jpg,04,idade-media,navio-de-oseberg,Navio de Oseberg (viking),Petter Ulleland,2016-11-30 14:29:57,CC BY-SA 4.0,Own work,2000,1436,4547x3264,Osebergskipet 2016.jpg,https://commons.wikimedia.org/wiki/File:Osebergskipet_2016.jpg,search,"The Oseberg ship on display at the Viking ship museum, Oslo."
04-idade-media_notre-dame-de-paris.jpg,04,idade-media,notre-dame-de-paris,Catedral de Notre-Dame de Paris,Ali Sabbagh,2017-10-04 20:36,CC0,Notre Dam De Paris,2000,1321,4938x3261,"Notre-Dame_de_Paris,_4_October_2017.jpg","https://commons.wikimedia.org/wiki/File:Notre-Dame_de_Paris,_4_October_2017.jpg",wiki,Notre Dame De Paris
04-idade-media_sainte-chapelle.jpg,04,idade-media,sainte-chapelle,Sainte-Chapelle (vitrais),Didier B ( Sam67fr ),2005-10-14,CC BY-SA 2.5,Own work,989,1961,989x1961,Sainte_Chapelle_-_Upper_level_1.jpg,https://commons.wikimedia.org/wiki/File:Sainte_Chapelle_-_Upper_level_1.jpg,wiki,"Sainte Chapelle - Upper Chapel, Paris, France"
04-idade-media_tapecaria-de-bayeux.png,04,idade-media,tapecaria-de-bayeux,Tapeçaria de Bayeux,,2006-04-05 14:27:50,Public domain,,1500,1088,1500x1088,Odo_bayeux_tapestry.png,https://commons.wikimedia.org/wiki/File:Odo_bayeux_tapestry.png,wiki,
04-idade-media_tres-riches-heures.jpg,04,idade-media,tres-riches-heures,"Très Riches Heures du Duc de Berry (calendário, fevereiro)",Limbourg brothers,"between 1412 and 1416 date QS:P571,+1412-00-00T00:00:00Z/8,P1319,+1412-00-00T00:00:00Z/9,P1326,+1416-00-00T00:00:00Z/9",Public domain,R.M.N. / R.-G. Ojéda,1141,1899,1141x1899,Les Très Riches Heures du duc de Berry février.jpg,https://commons.wikimedia.org/wiki/File:Les_Tr%C3%A8s_Riches_Heures_du_duc_de_Berry_f%C3%A9vrier.jpg,override,"An enclosure surrounds a farm comprising a sheep pen and, on the right, four beehives and a dovecote. Inside the house, a woman and a couple of young man and young woman warm themselves in front of the fire. Outside, a man chops down a tree with an axe, bundles of sticks at his feet, while another gets ready to go inside while blowing on his hands to warm them. Further away, a third drives a donke"
05-idade-moderna_biblia-de-gutenberg.jpg,05,idade-moderna,biblia-de-gutenberg,Bíblia de Gutenberg,NYC Wanderer (Kevin Eng),2009-05-28 16:18:51,CC BY-SA 2.0,originally posted to Flickr as Gutenberg Bible,1920,1200,1920x1200,"Gutenberg_Bible,_Lenox_Copy,_New_York_Public_Library,_2009._Pic_01.jpg","https://commons.wikimedia.org/wiki/File:Gutenberg_Bible,_Lenox_Copy,_New_York_Public_Library,_2009._Pic_01.jpg",wiki,"The Gutenberg Bible [Bible, Latin Vulgate. Ca. 1455]. Biblia Latina. [Mainz: Johann Gutenberg, ca. 1455]. Rare Books Division. From the Lenox Library The first substantial printed book is this royal-folio two-volume Bible, comprising nearly 1,300 pages, printed in Mainz on the central Rhine by Johann Gutenberg (ca. 1390s-1468) in the 1450s. It was probably completed between March 1455 and November"
05-idade-moderna_caravaggio-sao-mateus.jpg,05,idade-moderna,caravaggio-sao-mateus,A Vocação de São Mateus — Caravaggio,Gleb Simonov,2024-01-18,CC0,Own work,2000,1889,8792x8304,Caravaggio_—_The_Calling_of_Saint_Matthew.jpg,https://commons.wikimedia.org/wiki/File:Caravaggio_%E2%80%94_The_Calling_of_Saint_Matthew.jpg,wiki,"The Calling of Saint Matthew, by Caravaggio"
05-idade-moderna_coalbrookdale-a-noite.jpg,05,idade-moderna,coalbrookdale-a-noite,Coalbrookdale à Noite — Loutherbourg (Rev. Industrial),Philip James de Loutherbourg,1801,Public domain,,2048,1309,2048x1309,Philipp_Jakob_Loutherbourg_d._J._002.jpg,https://commons.wikimedia.org/wiki/File:Philipp_Jakob_Loutherbourg_d._J._002.jpg,wiki,
05-idade-moderna_criacao-de-adao.jpg,05,idade-moderna,criacao-de-adao,A Criação de Adão — Michelangelo (Capela Sistina),Michelangelo,"circa 1511 date QS:P571,+1511-00-00T00:00:00Z/9,P1480,Q5727902",Public domain,See below.,3524,1599,3524x1599,Michelangelo_-_Creation_of_Adam_(cropped).jpg,https://commons.wikimedia.org/wiki/File:Michelangelo_-_Creation_of_Adam_(cropped).jpg,wiki,
05-idade-moderna_cupula-de-florenca.jpg,05,idade-moderna,cupula-de-florenca,Cúpula de Brunelleschi (Catedral de Florença),Gary Campbell-Hall,2015-09-09 16:59:21,CC BY 2.0,https://www.flickr.com/photos/garyullah/21208048669/,2000,1339,3872x2592,Cattedrale_di_Santa_Maria_del_Fiore_–_Il_Duomo_di_Firenze.jpg,https://commons.wikimedia.org/wiki/File:Cattedrale_di_Santa_Maria_del_Fiore_%E2%80%93_Il_Duomo_di_Firenze.jpg,wiki,Il Duomo di Firenze
05-idade-moderna_david-de-michelangelo.jpg,05,idade-moderna,david-de-michelangelo,David — Michelangelo,Jörg Bittner Unna,2016-07-28 12:38:59,CC BY 3.0,Own work,3260,4890,3260x4890,'David'_by_Michelangelo_Fir_JBU004.jpg,https://commons.wikimedia.org/wiki/File:%27David%27_by_Michelangelo_Fir_JBU004.jpg,wiki,"David by Michelangelo, Florence, Galleria dell'Accademia, 1501-1504"
05-idade-moderna_durer-autorretrato.jpg,05,idade-moderna,durer-autorretrato,Autorretrato (1500) — Albrecht Dürer,Albrecht Dürer,1500,Public domain,Alte Pinakothek,2128,3000,2128x3000,Dürer_Alte_Pinakothek.jpg,https://commons.wikimedia.org/wiki/File:D%C3%BCrer_Alte_Pinakothek.jpg,wiki,Frontal portrait with idealization comparable to depictions of Christ; emphasized gaze and the creative hand as tools of the artist
05-idade-moderna_escola-de-atenas.jpg,05,idade-moderna,escola-de-atenas,A Escola de Atenas — Rafael,Raphael,"1511 date QS:P571,+1511-00-00T00:00:00Z/9",Public domain,Stitched together from vatican.va,3820,2964,3820x2964,"""The_School_of_Athens""_by_Raffaello_Sanzio_da_Urbino.jpg",https://commons.wikimedia.org/wiki/File:%22The_School_of_Athens%22_by_Raffaello_Sanzio_da_Urbino.jpg,wiki,"Italian: Scuola di Atene The School of Athens title QS:P1476,it:""Scuola di Atene"" label QS:Lit,""Scuola di Atene"" label QS:Les,"" La escuela de Atenas "" label QS:Lfr,"" L'École d'Athènes "" label QS:Lar,"" مدرسة أثينا "" label QS:Len,"" The School of Athens "" label QS:Lel,"" Η Σχολή των Αθηνών """
05-idade-moderna_experimento-bomba-de-ar.jpg,05,idade-moderna,experimento-bomba-de-ar,Experiência com um Pássaro na Bomba de Ar — Wright,Joseph Wright of Derby,"1768 date QS:P571,+1768-00-00T00:00:00Z/9",Public domain,"National Gallery, London",2000,1499,5639x4226,"An_Experiment_on_a_Bird_in_an_Air_Pump_by_Joseph_Wright_of_Derby,_1768.jpg","https://commons.wikimedia.org/wiki/File:An_Experiment_on_a_Bird_in_an_Air_Pump_by_Joseph_Wright_of_Derby,_1768.jpg",wiki,
05-idade-moderna_galileu-galilei.jpg,05,idade-moderna,galileu-galilei,Retrato de Galileu Galilei — Sustermans,Justus Sustermans,"circa 1640 date QS:P571,+1640-00-00T00:00:00Z/9,P1480,Q5727902",Public domain,http://collections.rmg.co.uk/collections/objects/14174,2000,2540,2964x3765,Galileo_Galilei_(1564-1642)_RMG_BHC2700.tiff,https://commons.wikimedia.org/wiki/File:Galileo_Galilei_(1564-1642)_RMG_BHC2700.tiff,wiki,"Galileo Galilei (1564-1642) A half-length portrait, in old age, of the Italian mathematician, philosopher and astronomer, who was appointed court mathematician to the Medici dukes of Tuscany at Florence in 1610. He is dressed in black, wears a white beard and is seated in a chair holding a telescope in his right hand. His left hand rests on the arm of the chair and he wears a ring with a clear sto"
05-idade-moderna_homem-vitruviano.jpg,05,idade-moderna,homem-vitruviano,Homem Vitruviano — Leonardo da Vinci,Leonardo da Vinci,"circa 1492 date QS:P571,+1492-00-00T00:00:00Z/9,P1480,Q5727902",Public domain,"Leonardo Da Vinci - Photo from www.lucnix.be . 2007-09-08 (photograph). Photograpy: This image is the work of Luc Viatour Please credit it with: Luc Viatour / https://Lucnix.be in the immediate vicinity of the image. A link to my website https://lucnix.be is much appreciated but not mandatory. An email to Viatour Luc would be appreciated too. Do not copy this image illegally by ignoring the terms of the license below, as it is not in the public domain. If you would like special permission to use, license, or purchase the image please contact me Viatour Luc to negotiate terms. More free pictures in my personal gallery [Note: this is in the public domain, despite the photographer's contradictory claim. Any use is permissible, and no credit to the photographer is necessary.] Nikon case D80 optical Sigma 17-70mm F2,8/4,5 Macro",2258,3070,2258x3070,Da_Vinci_Vitruve_Luc_Viatour.jpg,https://commons.wikimedia.org/wiki/File:Da_Vinci_Vitruve_Luc_Viatour.jpg,wiki,Vitruvian Man
05-idade-moderna_juramento-dos-horacios.jpg,05,idade-moderna,juramento-dos-horacios,O Juramento dos Horácios — Jacques-Louis David,Jacques-Louis David,"between 1784 and 1785 date QS:P,+1784-00-00T00:00:00Z/8,P1319,+1784-00-00T00:00:00Z/9,P1326,+1785-00-00T00:00:00Z/9",Public domain,photo Shonagon 2025-03-15,2000,1551,10051x7794,Le_Serment_des_Horaces_-_Jacques-Louis_David_-_Musée_du_Louvre_Peintures_INV_3692_;_MR_1432.jpg,https://commons.wikimedia.org/wiki/File:Le_Serment_des_Horaces_-_Jacques-Louis_David_-_Mus%C3%A9e_du_Louvre_Peintures_INV_3692_;_MR_1432.jpg,wiki,
05-idade-moderna_las-meninas.jpg,05,idade-moderna,las-meninas,As Meninas — Velázquez,Diego Velázquez,"between 1656 and 1657 date QS:P571,+1656-00-00T00:00:00Z/8,P1319,+1656-00-00T00:00:00Z/9,P1326,+1657-00-00T00:00:00Z/9",Public domain,"The Prado in Google Earth: Home - 7 th level of zoom, JPEG compression quality: Photoshop 8.",2000,2302,26065x30000,"Las_Meninas,_by_Diego_Velázquez,_from_Prado_in_Google_Earth.jpg","https://commons.wikimedia.org/wiki/File:Las_Meninas,_by_Diego_Vel%C3%A1zquez,_from_Prado_in_Google_Earth.jpg",wiki,
05-idade-moderna_liberdade-guiando-o-povo.jpg,05,idade-moderna,liberdade-guiando-o-povo,A Liberdade Guiando o Povo — Delacroix,Eugène Delacroix,"between October 1830 and December 1830 date QS:P,+1830-00-00T00:00:00Z/9,P1319,+1830-10-00T00:00:00Z/10,P1326,+1830-12-00T00:00:00Z/10 Romanticism (second half of 18 th century date QS:P,+1750-00-00T00:00:00Z/7,P4241,Q40719707 –first half of 19 th century date QS:P,+1850-00-00T00:00:00Z/7,P4241,Q40719687 )",Public domain,photo Shonagon 2024-05-02,2000,1600,10128x8103,La_Liberté_guidant_le_peuple_-_Eugène_Delacroix_-_Musée_du_Louvre_Peintures_RF_129_-_après_restauration_2024.jpg,https://commons.wikimedia.org/wiki/File:La_Libert%C3%A9_guidant_le_peuple_-_Eug%C3%A8ne_Delacroix_-_Mus%C3%A9e_du_Louvre_Peintures_RF_129_-_apr%C3%A8s_restauration_2024.jpg,wiki,
05-idade-moderna_luis-xiv-rigaud.jpg,05,idade-moderna,luis-xiv-rigaud,Retrato de Luís XIV — Hyacinthe Rigaud,Hyacinthe Rigaud,"1701 date QS:P571,+1701-00-00T00:00:00Z/9",CC0,"Jebulon , Own work , 3 July 2011",2085,2704,2085x2704,Louis XIV Rigaud Condé Chantilly.jpg,https://commons.wikimedia.org/wiki/File:Louis_XIV_Rigaud_Cond%C3%A9_Chantilly.jpg,search,
05-idade-moderna_lutero-cranach.jpg,05,idade-moderna,lutero-cranach,"Retrato de Martinho Lutero — Cranach, o Velho",Lucas Cranach the Elder,"1528 date QS:P571,+1528-00-00T00:00:00Z/9",Public domain,GalleriX,2148,3400,2148x3400,"Lucas_Cranach_d.Ä._-_Martin_Luther,_1528_(Veste_Coburg).jpg","https://commons.wikimedia.org/wiki/File:Lucas_Cranach_d.%C3%84._-_Martin_Luther,_1528_(Veste_Coburg).jpg",wiki,
05-idade-moderna_mapa-waldseemuller.jpg,05,idade-moderna,mapa-waldseemuller,Mapa de Waldseemüller (1507),Martin Waldseemüller,1507,Public domain,https://www.loc.gov/resource/g3200.ct000725,2000,1107,13708x7590,Waldseemuller_map_2.jpg,https://commons.wikimedia.org/wiki/File:Waldseemuller_map_2.jpg,wiki,"Waldseemüller map from 1507 is the first map to include the name ""America"" and the first to depict the Americas as separate from Asia. There is only one surviving copy of the map, which was purchased by the Library of Congress in 2001 for $10 million."
05-idade-moderna_moca-com-brinco-perola.jpg,05,idade-moderna,moca-com-brinco-perola,Moça com Brinco de Pérola — Vermeer,Johannes Vermeer,1665,Public domain,https://www.mauritshuis.nl/,2000,2369,12285x14550,1665_Girl_with_a_Pearl_Earring.jpg,https://commons.wikimedia.org/wiki/File:1665_Girl_with_a_Pearl_Earring.jpg,wiki,Megapixel Girl with a Pearl Earring by Johannes Vermeer.
